corpus_id	role	reading_tier	primary_review_class	secondary_review_classes	year	title	authors	venue	doi	pdf_basename	pdf_sha256	primary_asset_status	scope_status	target_contribution_type	target_method_or_driver	target_problem_or_model	method_semantic_id	problem_semantic_id	paper_protocol_id	execution_wave	package_status	claim_boundary
T81	D	KEY40	REV4	NONE	2022	Layout Optimization of Offshore Wind Farm Considering Spatially Inhomogeneous Wave Loads	Ti Zilong and Deng Xiao Wei	Applied Energy	10.1016/j.apenergy.2021.117947	2022_Zilong_Layout_Optimization_of_Offshore_Wind_Farm_Considering_Spatially_Inhomogeneous_Wave_Loads.pdf	fd0c75fbe49b81d7514f4565c2dd1887834087e7528b63be1d40fa58a5425adc	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	Multistart SLSQP with two-stage AEP and wave-load optimization	inhomogeneous-wave two-case offshore WFLOP	t81_multistart_slsqp_wave_aep_declared_v1	t81_twofarm_inhomogeneous_wave_declared_v1	t81_twofarm_4alpha_25seed_15start_v1	REV4	h5_admitted_waffle_formal_queued	academic flexible reconstruction of both paper cases and Multistart-SLSQP; not author source, native environmental arrays, SciPy trajectory, or exact numerical replay
T32	D	CORE-SUPPORT	REV4	NONE	2022	Integrated Layout and Cable Routing in Wind Farm Optimal Design	Martina Fischetti and Matteo Fischetti	Management Science	10.1287/mnsc.2022.4470	not_available	not_available	missing_primary_pdf_explicit_skip	new_direct_skipped_primary_pdf	coupled_or_real_world_problem_and_method	pending_primary_pdf	pending_primary_pdf	pending_primary_pdf	pending_primary_pdf	pending_primary_pdf	REV4	blocked_missing_primary_pdf	scope identity only; primary PDF required before reproduction
T68	D	CORE-SUPPORT	REV4	REV3	2017	Offshore Wind Farm Layout Design Considering Optimized Power Dispatch Strategy	Peng Hou and Weihao Hu and Mohsen Soltani and Cong Chen and Baohua Zhang and Zhe Chen	IEEE Transactions on Sustainable Energy	10.1109/tste.2016.2614266	2017_Hou_Offshore_Wind_Farm_Layout_Design_Considering_Optimized_Power_Dispatch_Strategy.pdf	945236109aaab4dd20b8362a69abffd370b4ec1079c1005fc67d92ce39baa962	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	Zhan APSO with five-role layout and power-dispatch co-design	FINO3 regular 80-turbine LPC layout-control problem	t68_zhan_apso_offshore_codesign_declared_v1	t68_fino3_layout_dispatch_lpc_5role_declared_v1	t68_native_10plus4x20_repeat_declared_v1	REV4	h5_admitted_waffle_h6_and_formal_queued	academic flexible reconstruction of APSO and all five paper-native roles; not author code, native FINO3/cable/control arrays, random stream, or numerical replay
T78	D	CORE-SUPPORT	REV4	REV2,REV3	2020	Optimizing the Layout of Onshore Wind Farms to Minimize Noise	Xiawei Wu and Weihao Hu and Qi Huang and Cong Chen and Mark Z. Jacobson and Zhe Chen	Applied Energy	10.1016/j.apenergy.2020.114896	2020_Wu_Optimizing_the_Layout_of_Onshore_Wind_Farms_to_Minimize_Noise.pdf	dac0b3af880a68f8497dd92c205aab9418511ced826ab2964edb32dca61d9da3	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	traditional PSO	FINO3 80-DTU10MW strict/economic noise layout	t78_traditional_pso_declared_v1	t78_fino3_noise_layout_two_case_declared_v1	t78_native_2x10_repeat_declared_v1	REV4	h6_admitted_waffle_confirmation_and_formal_ready	Academic flexible reconstruction of traditional PSO and both paper-native noise-layout roles; target source and native wind/layout/noise arrays unavailable; IA-PSO is a non-contribution time baseline
T83	D	KEY40	REV4	NONE	2022	Multi-Scale Optimization of the Design of Offshore Wind Farms	Davide Cazzaro and Alessio Trivella and Francesco Corman and David Pisinger	Applied Energy	10.1016/j.apenergy.2022.118830	2022_Cazzaro_Multi_Scale_Optimization_of_the_Design_of_Offshore_Wind_Farms.pdf	dc23a662b903ea807779d654e39d4597ed74ab83473c486077d26d270b2fb58b	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	macro screening plus constructive meso shape and cited random-conic VNS	UK Round-4 eight-seed WFASP with same-lineage public offshore proxies	t83_macro_meso_random_conic_vns_declared_v1	t83_round4_eightseed_same_lineage_proxy_v1	t83_native_8seed_shape_rectangle_30min_v1	REV4	h6_admitted_waffle_confirmation_and_formal_ready	academic flexible reconstruction of the complete three-scale method and eight paper roles using explicit same-lineage offshore proxies; not author source, exact UK arrays, target layouts, random stream, or numerical replay
T69	D	KEY40	REV4	NONE	2017	Wind Farm Power Production in the Changing Wind: Robustness Quantification and Layout Optimization	Ju Feng and Wen Zhong Shen	Energy Conversion and Management	10.1016/j.enconman.2017.06.005	2017_Feng_Wind_Farm_Power_Production_in_the_Changing_Wind_Robustness_Quantification_and_Layout_Optimization.pdf	4bd7222cd3b8399811bf2e9e7825ad7564a0d1f96f99972c2495093ec0f37f6e	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	changing-wind robustness random-position search	Horns Rev short long and overall robustness WFLOP	t69_random_position_rs_v1	t69_horns_changing_wind_robustness_declared_v1	t69_native_15case_10000fes_v1	REV4	h6_admitted_waffle_confirmation_and_formal_ready	source-backed flexible academic reproduction of the complete changing-wind problem robustness metrics native sweeps and explicit conflict profiles; not author source random state unavailable time series or exact numerical replay
T28	D	KEY40	REV4	NONE	2025	Offshore Wind Farm Layout Optimization Accounting for Participation in Secondary Reserve Markets	Thuy-Hai Nguyen and Julian Quick and Pierre-Elouan Réthoré and Jean-François Toubeau and Emmanuel De Jaeger and François Vallée	Wind Energy Science	10.5194/wes-10-1661-2025	2025_Nguyen_Offshore_Wind_Farm_Layout_Optimization_Accounting_for_Participation_in_Secondary_Reserve_Markets.pdf	576b4149d526aab89f127431145ae70e71c852bc15e9466718f00939b067a2e6	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	SGD for AEP DAEM and JERM layout objectives	Northwind reserve-market WFLOP with 2023 training and 2024 unseen test	nguyen2025_batched_sgd_libtorch_v1	nguyen2025_jerm_northwind_v1	nguyen2025_five_seed_market_protocol_v1	REV4	h5_admitted_h6_and_formal_queued	academic paper-first reconstruction using exact released data; not author-original software or bitwise PyWake identity
L0079	D	KEY40	REV4	REV3	2017	Application of an offshore wind farm layout optimization methodology at Middelgrunden wind farm	Ajit C. Pillai and John Chick and Mahdi Khorasanchi and Sami Barbouchi and Lars Johanning	Ocean Engineering	10.1016/j.oceaneng.2017.04.049	2017_Pillai_Application_of_an_offshore_wind_farm_layout_optimization_methodology_at_Middelgrunden_wind_farm.pdf	38f5f9b607d9d1d96fe72a6b1b7e57144691736a1dda368cd630762ebaacd863	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	adaptive GA and gBest PSO with three constraint encodings	Middelgrunden 20-turbine LCOE problem with array binary and continuous placement	l0079_adaptive_ga_and_gbest_pso_declared_v1	l0079_middelgrunden_lcoe_three_constraint_declared_v1	l0079_native_six_role_single_run_v1	REV4	h6_admitted_waffle_confirmation_and_formal_ready	source-backed flexible academic reproduction of the complete Middelgrunden problem and six native algorithm constraint roles; not author source proprietary model unavailable site arrays random state or exact numerical replay
T44	D	AUTHOR-LINEAGE	REV4	REV2,REV3	2025	Discrete Bi-Population Differential Evolution for Optimizing Complex Wind Farm Layouts in Diverse Terrains	Jiayi Li and Zihang Zhang and Tao Zheng and Jun Tang and Zhenyu Lei and Shangce Gao	Energy	10.1016/j.energy.2025.137885	2025_Li_Discrete_Bi_Population_Differential_Evolution_for_Optimizing_Complex_Wind_Farm_Layouts_in_Diverse_Terrains.pdf	5029841587d4199ab846ddff971a178d52af7ccec0e758a22f5be2eff6626e85	local_primary_pdf_hashed	retained_direct	retained_target_contribution	BDE	bde2025_standard_daegwallyeong	bde_paper_source_completed_v1	bde2025_standard_daegwallyeong	energy2025_bde_native_25_v1	REV4	retained_plan005_package	WS1-WS4 source replay is accepted; WS5-WS6 are distinct paper-derived P3 composites
Y09	D	CORE-SUPPORT	REV4	REV2	2026	Wind Farm Layout Optimization with Multi-Type Wind Turbines for Minimizing Levelized Cost of Energy	Tian Li and Baoshan Yang and Qingshan Yang and Mingming Zhang and Weicheng Hu and Kunpeng Guo	Renewable Energy	10.1016/j.renene.2025.124386	2026_Li_Wind_Farm_Layout_Optimization_with_Multi_Type_Wind_Turbines_for_Minimizing_Levelized_Cost_of_Energy.pdf	970def94341cb1efeaa828e19d05cf0bb2bc8e1317c19b053f3446b13d496153	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	ternary roulette GA with category-balanced variable mutation	5/15 MW multi-type MQI wake fatigue-maintenance LCOE problem	y09_ternary_variable_mutation_ga_declared_v1	y09_multitype_mqi_fatigue_lcoe_declared_v1	y09_native_12case_single_run_declared_v1	REV4	h6_admitted_waffle_confirmation_and_formal_ready	source-backed flexible academic reproduction of the complete multi-type problem, ternary GA and twelve unique native cases; not author source, unavailable CFD arrays, exact plotted curves, random state or numerical replay
Y14	D	CORE-SUPPORT	REV4	NONE	2026	Preference-Oriented Evolutionary Multi-Objective Energy-Noise Optimization for Fast Wind Farm Layout Design	Ya-Zhi Zhang and Sheng Huang and Juan Wei and Bing-Chuan Wang and Yun Feng and Yaonan Wang	IEEE Transactions on Sustainable Energy	10.1109/tste.2026.3661110	2026_Zhang_Preference_Oriented_Evolutionary_Multi_Objective_Energy_Noise_Optimization_for_Fast_Wind_Farm_Layout_Design.pdf	1479f6921738c9485f27e181d515e21fcc6e52df67a2d1df8a6bf40e55665a08	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	preference-oriented subpopulation dual-replacement differential evolution	three-farm Jensen-AEP ISO-noise continuous multi-objective problem	y14_psdrde_declared_reconstruction_v1	y14_energy_noise_threefarm_declared_proxy_v1	y14_threefarm_two_preference_10seed_150k_v1	REV4	h6_admitted_waffle_confirmation_and_formal_ready	source-backed flexible academic reconstruction of every target method component and six paper-native roles; not author code private Gansu data exact ISO site replay random trajectory or numeric replay
Y16	D	CORE-SUPPORT	REV4	NONE	2026	Regular Layout Optimization for Offshore Wind Farms Considering Seabed Terrains and Turbulence Intensity	Zehai Huang and Yunfei Du and Renshen Tan and Xinwei Shen	IEEE Transactions on Sustainable Energy	10.1109/tste.2026.3686029	2026_Huang_Regular_Layout_Optimization_for_Offshore_Wind_Farms_Considering_Seabed_Terrains_and_Turbulence_Intensity.pdf	4288399ae7711a6fc1acbbfba5d5c510c5f56a8cb820e6d8d91e7f419d480e3c	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	regular-layout BMM IMM and bounded Dinkelbach mathematical programming	seabed TI and life-cycle-cost regular offshore layout problem	y16_imm_bmm_bounded_dinkelbach_highs_reconstruction_v1	y16_regular_seabed_ti_lcoe_figure_proxy_v1	y16_native_31role_deterministic_v1	REV4	h5_admitted_waffle_h6_and_formal_ready	source-backed flexible academic reconstruction of BMM IMM BDA and every unique target role; not author code private arrays Gurobi replay private-case global certificate or numerical replay
T43	D	AUTHOR-LINEAGE	REV4	REV2,REV3	2025	Advanced 3D Wind Farm Layout Optimization Framework via Power-Law Perturbation-Based Genetic Algorithm	Jiaru Yang and Yaotong Song and Jun Tang and Weiping Ding and Zhenyu Lei and Shangce Gao	IEEE/CAA Journal of Automatica Sinica	10.1109/jas.2025.125351	2025_Yang_Advanced_3D_Wind_Farm_Layout_Optimization_Framework_via_Power_Law_Perturbation_Based_Genetic_Algorithm.pdf	92d3eb80a5f6ba3dcf904712f19bd1f81e4432a3d13235b27b74ceda3fece016	local_primary_pdf_hashed	retained_direct	retained_target_contribution	PPGA	ppga_nantong_structured_3d_declared_proxy_v1	ppga_nantong_structured_3d_declared_reconstruction_v2	ppga_nantong_structured_3d_declared_proxy_v1	jas2025_ppga_native_25_v1	REV4	retained_plan005_package	P3 16-by-27 structured terrain proxy preserves paper-visible dimensions; original arrays remain unavailable
L0368	D	CORE-SUPPORT	REV4	REV2,REV3	2021	Genetic-algorithm-based layout optimization of an offshore wind farm under real seabed terrain encountering an engineering cost model	Zhenqing Liu and Shuanglong Fan and Yize Wang and Jie Peng	Energy Conversion and Management	10.1016/j.enconman.2021.114610	2021_Liu_Genetic_algorithm_based_layout_optimization_of_an_offshore_wind_farm_under_real_seabed_terrain_encountering_an_engineering_cost_model.pdf	a81ca2a398ec6654af0755ca0f40dd64f206b0dd8a57cf244efe09cbe1701a24	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	real-coded variable-count GA with cited MATLAB-lineage settings	real-seabed Gaussian-wake engineering capital-to-power problem	l0368_matlab_lineage_real_ga_declared_v1	l0368_seabed_engineering_capital_power_proxy_v1	l0368_native_s1_s5_w1_w4_single_run_v1	REV4	h6_admitted_waffle_confirmation_and_formal_ready	source-backed flexible academic reconstruction of target GA twenty native cases and sixteen transfers; not author code private Nanao arrays exact MATLAB trajectory or numerical replay
L0373	D	CORE-SUPPORT	REV4	REV5	2021	Joint optimization of wind farm layout considering optimal control	Kaixuan Chen and Jin Lin and Yiwei Qiu and Feng Liu and Yonghua Song	Renewable Energy	10.1016/j.renene.2021.10.032	2021_Chen_Joint_optimization_of_wind_farm_layout_considering_optimal_control.pdf	a0e5b3c2fe2a24e870e7b17c0220d71a644e96e6fd87b4087f3fb9d0c6555f50	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	PSO-warm-started DBHM joint layout-control optimization	FLORIS-lineage joint layout yaw and induction problem	l0373_pso_warm_dbhm_projected_declared_v1	l0373_joint_layout_yaw_induction_floris_declared_v1	l0373_native_illustrative_16_36_360_80_12_180_v1	REV4	h6_admitted_waffle_confirmation_and_formal_ready	source-backed flexible academic reconstruction of target DBHM six native profiles and all roles; not author code exact MATLAB FLORISSE adaptation private arrays trajectories or numerical replay
L0298	D	CORE-SUPPORT	REV4	REV3	2020	Joint Optimization of Wind Turbine Micrositing and Cabling in an Offshore Wind Farm	Siyu Tao and Qingshan Xu and Andrés Feijóo and Gang Zheng	IEEE Transactions on Smart Grid	10.1109/tsg.2020.3022378	2020_Tao_Joint_Optimization_of_Wind_Turbine_Micrositing_and_Cabling_in_an_Offshore_Wind_Farm.pdf	99057161f4efdb2cf0c8a72b82890bba6c7a4ff67fc3c2d71509129e5b8609e6	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	Yarpiz-semantic NSGA-III with radial-cable BPSO and convex RTS-24 dispatch	12x12 Greater-Gabbard offshore grid micrositing cabling and grid-coupled problem	l0298_yarpiz_nsga3_bpso_qp_declared_v1	l0298_offshore_grid_cable_rts24_declared_v1	l0298_models_turbines_seasons_buses_29roles_v1	REV4	h5_admitted_h6_and_formal_queued	source-backed flexible academic reconstruction of target joint problem NSGA-III BPSO QP and all 29 native roles; not author code original arrays MATLAB trajectory or numerical replay
Y06	D	AUTHOR-LINEAGE	REV4	REV1,REV3	2026	A Geometry-Guided Genetic Algorithm for Integrated Offshore Wind Farm Layout and Electrical Cable Routing Optimization	Baohang Zhang and Yixin Shao and Zhenyu Lei and Chao Zhang and Yirui Wang and Shangce Gao	Applied Energy	10.1016/j.apenergy.2026.127895	2026_Zhang_A_Geometry_Guided_Genetic_Algorithm_for_Integrated_Offshore_Wind_Farm_Layout_and_Electrical_Cable_Routing_Optimization.pdf	897adfd29ead0dc2780cda6dc6f9474d6a0249487847948f00248837201ad0c1	local_primary_pdf_hashed	retained_direct	retained_target_contribution	GGA	gga2026_layout_cable	gga_source_replay_v1	gga2026_layout_cable	apenergy2026_gga_native_25_v1	REV4	retained_plan005_package	Public GitHub is pinned but has no standard license; behavior and problem assets are oracle-only
T73	D	KEY40	REV4	NONE	2018	Integrated Optimization of Offshore Wind Farm Layout Design and Turbine Opportunistic Condition-Based Maintenance	Sanling Song and Qing Li and Frank A. Felder and Honggang Wang and David W. Coit	Computers & Industrial Engineering	10.1016/j.cie.2018.04.051	2018_Song_Integrated_Optimization_of_Offshore_Wind_Farm_Layout_Design_and_Turbine_Opportunistic_Condition_Based_Maintenance.pdf	d4ff6a796b03a3d187921addb2c661b035755d5385081ef9b24c8afff554e2c5	local_primary_pdf_hashed	new_direct_ready	coupled_or_real_world_problem_and_method	pending_full_text_contract	pending_full_text_contract	t73_method_pending_contract	t73_problem_pending_contract	t73_protocol_pending_contract	REV4	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
T36	D	AUTHOR-LINEAGE	REV4	REV1,REV3	2026	A Topology-Driven Multi-Objective Evolutionary Algorithm for Offshore Wind Farm Layout Optimization	Yixin Shao and Baohang Zhang and Wenzhu Gu and Zhenyu Lei and Shangce Gao	CPEEE 2026	10.1109/cpeee69412.2026.11521465	2026_Shao_A_Topology_Driven_Multi_Objective_Evolutionary_Algorithm_for_Offshore_Wind_Farm_Layout_Optimization.pdf	ee24999861a2a42766bd62bca509bf3bc0334e6b654a61f72fd55ba829f20873	local_primary_pdf_hashed	retained_direct	retained_target_contribution	T-MOEA	nysted_paper_eq16_cpu_r4_v2	tmoea_nysted_paper_eq16_v2	nysted_paper_eq16_cpu_r4_v2	cpeee2026_tmoea_native_25_v1	REV4	retained_plan005_package	Same-author Nysted assets and audited router form a distinct reconstruction; original paper arrays and topology encoding remain unavailable
L0726	D	AUTHOR-LINEAGE	REV4	REV3,REV5	2025	A Geometric Mutation-Based Genetic Algorithm for Irregular Large-Scale Offshore Wind Farm Layout Optimization	Baohang Zhang and Yixin Shao and Tao Zheng and Runqun Xiong and Jiake Wang and Xiangmei Li and Shangce Gao	2025 Thirteenth International Conference on Advanced Cloud and Big Data (CBD)	10.1109/cbd69312.2025.00059	2025_Zhang_A_Geometric_Mutation_Based_Genetic_Algorithm_for_Irregular_Large_Scale_Offshore_Wind_Farm_Layout_Optimization.pdf	8bdca5f23fc34687ab8069eb0ee8d6c1b3775567ba688fdc9248b91ce5f6fb7c	local_primary_pdf_hashed	retained_direct	retained_target_contribution	GeoGA	geoga_anholt_structured_declared_proxy_v1	geoga_declared_reconstruction_v1	geoga_anholt_structured_declared_proxy_v1	cbd2025_geoga_native_25_v1	REV4	retained_plan005_package	Anholt structured P3 proxy is distinct from the historical GGA-site interoperability proxy
T18	D	KEY40	REV5	REV2,REV4	2020	Wind Farm Layout Optimization (WindFLO): An Advanced Framework for Fast Wind Farm Analysis and Optimization	Sohail R. Reddy	Applied Energy	10.1016/j.apenergy.2020.115090	2020_Reddy_Wind_Farm_Layout_Optimization_WindFLO_An_Advanced_Framework_for_Fast_Wind_Farm_Analysis_and_Optimization.pdf	466c24c441328fe6e5c41ef42b7c883997adc61fa755ab11f905b4f3e536384a	local_primary_pdf_hashed	new_direct_ready	scaling_computation_or_reproducible_execution	pending_full_text_contract	pending_full_text_contract	t18_method_pending_contract	t18_problem_pending_contract	t18_protocol_pending_contract	REV5	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
T25	D	KEY40	REV5	REV3	2024	Speeding Up Large-Wind-Farm Layout Optimization Using Gradients, Parallelization, and a Heuristic Algorithm for the Initial Layout	Rafael Valotta Rodrigues and Mads Mølgaard Pedersen and Jens Peter Schøler and Julian Quick and Pierre-Elouan Réthoré	Wind Energy Science	10.5194/wes-9-321-2024	2024_Rodrigues_Speeding_Up_Large_Wind_Farm_Layout_Optimization_Using_Gradients_Parallelization_and_a_Heuristic_Algorithm_for_the_Initial_Layout.pdf	e61f6caa28512681934f58e26dc04f52149498dd69c058766c145a810021789d	local_primary_pdf_hashed	new_direct_ready	scaling_computation_or_reproducible_execution	pending_full_text_contract	pending_full_text_contract	t25_method_pending_contract	t25_problem_pending_contract	t25_protocol_pending_contract	REV5	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
T19	D	CORE-SUPPORT	REV5	REV1	2021	Optimizing Wind Farms Layouts for Maximum Energy Production Using Probabilistic Inference: Benchmarking Reveals Superior Computational Efficiency and Scalability	Aditya Dhoot and Enrico G.A. Antonini and David A. Romero and Cristina H. Amon	Energy	10.1016/j.energy.2021.120035	2021_Dhoot_Optimizing_Wind_Farms_Layouts_for_Maximum_Energy_Production_Using_Probabilistic_Inference_Benchmarking_Reveals_Superior_Computational_Efficiency_and_Scalability.pdf	761c90c22671dfe350770cbee2419f80dbab7a48f6f7773904b1544981ce4c6e	local_primary_pdf_hashed	new_direct_ready	scaling_computation_or_reproducible_execution	pending_full_text_contract	pending_full_text_contract	t19_method_pending_contract	t19_problem_pending_contract	t19_protocol_pending_contract	REV5	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
T08	D	CORE-SUPPORT	REV5	NONE	2016	Toward Efficient Optimization of Wind Farm Layouts: Utilizing Exact Gradient Information	David Guirguis and David A. Romero and Cristina H. Amon	Applied Energy	10.1016/j.apenergy.2016.06.101	2016_Guirguis_Toward_Efficient_Optimization_of_Wind_Farm_Layouts_Utilizing_Exact_Gradient_Information.pdf	f3df418e9cdb09f18873b3ee35848068e94634d0cfb771ba569a01df7cd6adf0	local_primary_pdf_hashed	new_direct_ready	scaling_computation_or_reproducible_execution	pending_full_text_contract	pending_full_text_contract	t08_method_pending_contract	t08_problem_pending_contract	t08_protocol_pending_contract	REV5	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
T10	D	KEY40	REV5	REV3	2016	Multi-Objective Optimization of Wind Farm Layouts—Complexity, Constraint Handling and Scalability	S. Rodrigues and P. Bauer and Peter A.N. Bosman	Renewable and Sustainable Energy Reviews	10.1016/j.rser.2016.07.021	2016_Rodrigues_Multi_Objective_Optimization_of_Wind_Farm_LayoutsComplexity_Constraint_Handling_and_Scalability.pdf	7a3144fb6fc2c584efa04859cea4906b1e05e23ee326af10c4db1b5aebead08d	local_primary_pdf_hashed	new_direct_ready	scaling_computation_or_reproducible_execution	pending_full_text_contract	pending_full_text_contract	t10_method_pending_contract	t10_problem_pending_contract	t10_protocol_pending_contract	REV5	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
T84	D	KEY40	REV5	REV2	2022	Wake Expansion Continuation: Multi-Modality Reduction in the Wind Farm Layout Optimization Problem	Jared J. Thomas and Spencer McOmber and Andrew Ning	Wind Energy	10.1002/we.2692	2022_Thomas_Wake_Expansion_Continuation_Multi_Modality_Reduction_in_the_Wind_Farm_Layout_Optimization_Problem.pdf	b5d89cb66feb4883b9ce3cedd685d2822af7f8e39515ae838b78581f54dbc382	local_primary_pdf_hashed	new_direct_ready	scaling_computation_or_reproducible_execution	pending_full_text_contract	pending_full_text_contract	t84_method_pending_contract	t84_problem_pending_contract	t84_protocol_pending_contract	REV5	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
T58	D	KEY40	REV5	REV2,REV4	2014	TOPFARM: Multi-Fidelity Optimization of Wind Farms	Pierre‐Elouan Réthoré and Peter Fuglsang and Gunner C. Larsen and Thomas Buhl and Torben J. Larsen and Helge A. Madsen	Wind Energy	10.1002/we.1667	2014_Rethore_TOPFARM_Multi_Fidelity_Optimization_of_Wind_Farms.pdf	779feb21b1943d300e5752e7613b5fda60eb679df00cceb1bf6b6b2940628065	local_primary_pdf_hashed	new_direct_ready	scaling_computation_or_reproducible_execution	pending_full_text_contract	pending_full_text_contract	t58_method_pending_contract	t58_problem_pending_contract	t58_protocol_pending_contract	REV5	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
T26	D	CORE-SUPPORT	REV5	REV2,REV3,REV4	2025	A Data-Physics Hybrid-Driven Layout Optimization Framework for Large-Scale Wind Farms	Peiyi Li and Yanbo Che and Anran Hua and Lei Wang and Mengxiang Zheng and Xiaojiang Guo	Applied Energy	10.1016/j.apenergy.2025.125908	2025_Li_A_Data_Physics_Hybrid_Driven_Layout_Optimization_Framework_for_Large_Scale_Wind_Farms.pdf	96c3e1f7a737090d6428a68e56dc8fcfdf2e4d7169acec25e8c0657e97f8c36f	local_primary_pdf_hashed	new_direct_ready	scaling_computation_or_reproducible_execution	pending_full_text_contract	pending_full_text_contract	t26_method_pending_contract	t26_problem_pending_contract	t26_protocol_pending_contract	REV5	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
T40	D	AUTHOR-LINEAGE	REV5	REV2,REV3	2023	A Chaotic Local Search-Based Particle Swarm Optimizer for Large-Scale Complex Wind Farm Layout Optimization	Zhenyu Lei and Shangce Gao and Zhiming Zhang and Haichuan Yang and Haotian Li	IEEE/CAA Journal of Automatica Sinica	10.1109/jas.2023.123387	2023_Lei_A_Chaotic_Local_Search_Based_Particle_Swarm_Optimizer_for_Large_Scale_Complex_Wind_Farm_Layout_Optimization.pdf	3cb545aede5682f21d892735c6d6ce052251503767ea29efb24d7176c1486726	local_primary_pdf_hashed	retained_direct	retained_target_contribution	CGPSO	cgpso_complex_large_16	cgpso_paper_staged_parallel_e0_physical_fes_v1	cgpso_complex_large_16_v1	jas2023_cgpso_native_25_v1	REV5	retained_plan005_package	Paper-native 21x21 four-complex-wind x N40/60/80/100 contract is distinct from FODE; barrier and immediate-update variants remain separate
Y13	D	KEY40	REV5	NONE	2026	A Generic Acceleration Framework for Grid-Based Wind Farm Layout Optimization	Yunfei Du and Xinwei Shen and Yangfan Luo and Zehai Huang and Boan Lu	IEEE Transactions on Sustainable Energy	10.1109/tste.2025.3609006	2026_Du_A_Generic_Acceleration_Framework_for_Grid_Based_Wind_Farm_Layout_Optimization.pdf	7f3e0fefd9467db259b5a221d1e2042b244813d6bd3eaa08ccc645d4769c4a2f	local_primary_pdf_hashed	new_direct_ready	scaling_computation_or_reproducible_execution	pending_full_text_contract	pending_full_text_contract	y13_method_pending_contract	y13_problem_pending_contract	y13_protocol_pending_contract	REV5	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
L0649	D	CORE-SUPPORT	REV5	REV2	2024	FLOWERS AEP: An Analytical Model for Wind Farm Layout Optimization	Michael J. LoCascio and Christopher J. Bay and Luis A. Martínez‐Tossas and Majid Bastankhah and Catherine Gorlé	Wind Energy	10.1002/we.2954	2024_LoCascio_FLOWERS_AEP_An_Analytical_Model_for_Wind_Farm_Layout_Optimization.pdf	e058017dbbaa6f21831b34097eec239b7ae410513f650eec7206d75dcb7f86fe	local_primary_pdf_hashed	new_direct_ready	scaling_computation_or_reproducible_execution	pending_full_text_contract	pending_full_text_contract	l0649_method_pending_contract	l0649_problem_pending_contract	l0649_protocol_pending_contract	REV5	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
L0805	D	CORE-SUPPORT	REV5	REV2	2025	Towards high-fidelity wind farm layout optimization using polynomial chaos expansion and Kriging model	Yixiao Shao and Zhenfan Wang and Shine Win Naung and Kai Zhang and Yufeng Yao and Dai Zhou	Energy	10.1016/j.energy.2025.138820	2025_Shao_Towards_high_fidelity_wind_farm_layout_optimization_using_polynomial_chaos_expansion_and_Kriging_model.pdf	eed96b6f8e1264a167fa2990e2c6a0437fcd29db762bbc1c5d3d0807c1113360	local_primary_pdf_hashed	new_direct_ready	scaling_computation_or_reproducible_execution	pending_full_text_contract	pending_full_text_contract	l0805_method_pending_contract	l0805_problem_pending_contract	l0805_protocol_pending_contract	REV5	queued_full_text_contract	scope and primary PDF verified; scientific contract pending paper/source reconciliation
