pair_id	corpus_id	role	algorithm_id	method_semantic_id	problem_id	problem_semantic_id	paper_protocol_id	native_asset	implementation_status	analysis_id	analysis_path	analysis_sha256	validation_status	theory_status
Y34__bde__lsde_large_declared_12_p3_v1__comparator	Y34	comparator	bde	bde_paper_equations_physical_fes_v1	lsde_large_declared_12	lsde_large_declared_12_p3_v1	cit2026_lsde_native_25_v1	shared/contracts/lsde_native_declared_12_cases.json	executable_baseline	hpc_analysis__Y34__bde__lsde_large_declared_12_p3_v1__comparator__v1	hpc/paper_packages/Y34/analysis/y34_bde_lsde_large_declared_12_p3_v1_comparator_hpc_analysis.json	61bb8fb766652a4fdf1224f4e30e299cc16f39608d58884785521b6dbbc58959	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y34__wfadde__lsde_large_declared_12_p3_v1__comparator	Y34	comparator	wfadde	wfadde_preprint_derived_e0_physical_fes_v1	lsde_large_declared_12	lsde_large_declared_12_p3_v1	cit2026_lsde_native_25_v1	shared/contracts/lsde_native_declared_12_cases.json	executable_baseline	hpc_analysis__Y34__wfadde__lsde_large_declared_12_p3_v1__comparator__v1	hpc/paper_packages/Y34/analysis/y34_wfadde_lsde_large_declared_12_p3_v1_comparator_hpc_analysis.json	2d993b84e2a776fc7cb092a4a7dfb8e0f3b1ecc2da4060ef478749cb77100ab3	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T44__bde__bde2025_standard_daegwallyeong__target	T44	target	bde	bde_paper_source_completed_v1	bde2025_standard_daegwallyeong	bde2025_standard_daegwallyeong	energy2025_bde_native_25_v1	shared/contracts/bde_ws56_declared_proxy_cases.json	executable_baseline	hpc_analysis__T44__bde__bde2025_standard_daegwallyeong__target__v1	hpc/paper_packages/T44/analysis/t44_bde_bde2025_standard_daegwallyeong_target_hpc_analysis.json	fa2d7cc1f5290c4f7d13cbe5ce66b39214eb2b115c07946108630b605df959b7	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T44__de__bde2025_standard_daegwallyeong__comparator	T44	comparator	de	de_rand_1_bin_integer_wflop_v1	bde2025_standard_daegwallyeong	bde2025_standard_daegwallyeong	energy2025_bde_native_25_v1	shared/contracts/bde_ws56_declared_proxy_cases.json	planned_missing_native_comparator	hpc_analysis__T44__de__bde2025_standard_daegwallyeong__comparator__v1	hpc/paper_packages/T44/analysis/t44_de_bde2025_standard_daegwallyeong_comparator_hpc_analysis.json	0700e1d31dcc07920c920bcaa21b81cdc25129aee17b30085df64af1f2b89bc3	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T44__lshade__bde2025_standard_daegwallyeong__comparator	T44	comparator	lshade	lshade_paper_first_e0_physical_fes_v1	bde2025_standard_daegwallyeong	bde2025_standard_daegwallyeong	energy2025_bde_native_25_v1	shared/contracts/bde_ws56_declared_proxy_cases.json	planned_missing_native_comparator	hpc_analysis__T44__lshade__bde2025_standard_daegwallyeong__comparator__v1	hpc/paper_packages/T44/analysis/t44_lshade_bde2025_standard_daegwallyeong_comparator_hpc_analysis.json	fe113c1303455ab3c96398ac4397095ce36f9b25665ced71fbf0b24fad017a5b	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T44__clshade__bde2025_standard_daegwallyeong__comparator	T44	comparator	clshade	clshade_paper_derived_e0_physical_fes_v1	bde2025_standard_daegwallyeong	bde2025_standard_daegwallyeong	energy2025_bde_native_25_v1	shared/contracts/bde_ws56_declared_proxy_cases.json	planned_missing_native_comparator	hpc_analysis__T44__clshade__bde2025_standard_daegwallyeong__comparator__v1	hpc/paper_packages/T44/analysis/t44_clshade_bde2025_standard_daegwallyeong_comparator_hpc_analysis.json	5f0500024d41f47c4ef7fe883e62037702a35229b0dfec6e31ca1988de6c8266	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T44__agpso__bde2025_standard_daegwallyeong__comparator	T44	comparator	agpso	agpso_paper_staged_parallel_e0_physical_fes_v1	bde2025_standard_daegwallyeong	bde2025_standard_daegwallyeong	energy2025_bde_native_25_v1	shared/contracts/bde_ws56_declared_proxy_cases.json	planned_missing_native_comparator	hpc_analysis__T44__agpso__bde2025_standard_daegwallyeong__comparator__v1	hpc/paper_packages/T44/analysis/t44_agpso_bde2025_standard_daegwallyeong_comparator_hpc_analysis.json	97648a721bd8390707d0623a85bd33a1529e702ef750623ca416d203d603b638	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T43__ppga__ppga_nantong_structured_3d_declared_proxy_v1__target	T43	target	ppga	ppga_nantong_structured_3d_declared_reconstruction_v2	ppga_nantong_structured_3d_declared_proxy_v1	ppga_nantong_structured_3d_declared_proxy_v1	jas2025_ppga_native_25_v1	shared/contracts/ppga_nantong_structured_3d_declared_proxy_cases.json	executable_baseline	hpc_analysis__T43__ppga__ppga_nantong_structured_3d_declared_proxy_v1__target__v1	hpc/paper_packages/T43/analysis/t43_ppga_ppga_nantong_structured_3d_declared_proxy_v1_target_hpc_analysis.json	2ed195aecd5d9bdca15746b662fc8f956163ccb38cf84769fb9bccfa25de72ae	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T43__ga__ppga_nantong_structured_3d_declared_proxy_v1__comparator	T43	comparator	ga	ga_paper_comparator_reconstruction_v1	ppga_nantong_structured_3d_declared_proxy_v1	ppga_nantong_structured_3d_declared_proxy_v1	jas2025_ppga_native_25_v1	shared/contracts/ppga_nantong_structured_3d_declared_proxy_cases.json	planned_missing_native_comparator	hpc_analysis__T43__ga__ppga_nantong_structured_3d_declared_proxy_v1__comparator__v1	hpc/paper_packages/T43/analysis/t43_ga_ppga_nantong_structured_3d_declared_proxy_v1_comparator_hpc_analysis.json	007475cc4d6d1f20ce0792981091fea5d1533db7283945e37b8af793d9abd0ac	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T43__aga__ppga_nantong_structured_3d_declared_proxy_v1__comparator	T43	comparator	aga	aga_paper_first_e0_physical_fes_v1	ppga_nantong_structured_3d_declared_proxy_v1	ppga_nantong_structured_3d_declared_proxy_v1	jas2025_ppga_native_25_v1	shared/contracts/ppga_nantong_structured_3d_declared_proxy_cases.json	planned_missing_native_comparator	hpc_analysis__T43__aga__ppga_nantong_structured_3d_declared_proxy_v1__comparator__v1	hpc/paper_packages/T43/analysis/t43_aga_ppga_nantong_structured_3d_declared_proxy_v1_comparator_hpc_analysis.json	bc8c940c140aebf5f794d8f285feba773e2b157fe4d040d21e03418257fab892	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T43__sugga__ppga_nantong_structured_3d_declared_proxy_v1__comparator	T43	comparator	sugga	sugga_frozen_surrogate_e0_physical_fes_v1	ppga_nantong_structured_3d_declared_proxy_v1	ppga_nantong_structured_3d_declared_proxy_v1	jas2025_ppga_native_25_v1	shared/contracts/ppga_nantong_structured_3d_declared_proxy_cases.json	planned_missing_native_comparator	hpc_analysis__T43__sugga__ppga_nantong_structured_3d_declared_proxy_v1__comparator__v1	hpc/paper_packages/T43/analysis/t43_sugga_ppga_nantong_structured_3d_declared_proxy_v1_comparator_hpc_analysis.json	3067947bbed08cae0e9a7a7f0467e1886c3bb0e070836226f400b2e6ad1c2eaf	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T43__de__ppga_nantong_structured_3d_declared_proxy_v1__comparator	T43	comparator	de	de_rand_1_bin_integer_wflop_v1	ppga_nantong_structured_3d_declared_proxy_v1	ppga_nantong_structured_3d_declared_proxy_v1	jas2025_ppga_native_25_v1	shared/contracts/ppga_nantong_structured_3d_declared_proxy_cases.json	planned_missing_native_comparator	hpc_analysis__T43__de__ppga_nantong_structured_3d_declared_proxy_v1__comparator__v1	hpc/paper_packages/T43/analysis/t43_de_ppga_nantong_structured_3d_declared_proxy_v1_comparator_hpc_analysis.json	ac40ac3f1c303d44f465f98937cf424e5c50f7021948bb729e2522ca776fdc8e	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T43__agpso__ppga_nantong_structured_3d_declared_proxy_v1__comparator	T43	comparator	agpso	agpso_paper_staged_parallel_e0_physical_fes_v1	ppga_nantong_structured_3d_declared_proxy_v1	ppga_nantong_structured_3d_declared_proxy_v1	jas2025_ppga_native_25_v1	shared/contracts/ppga_nantong_structured_3d_declared_proxy_cases.json	planned_missing_native_comparator	hpc_analysis__T43__agpso__ppga_nantong_structured_3d_declared_proxy_v1__comparator__v1	hpc/paper_packages/T43/analysis/t43_agpso_ppga_nantong_structured_3d_declared_proxy_v1_comparator_hpc_analysis.json	a5f8fbfbc1593ce78088b4b48c7fec60f838db63479242ca050757ea210a6a40	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y06__gga__gga2026_layout_cable__target	Y06	target	gga	gga_source_replay_v1	gga2026_layout_cable	gga2026_layout_cable	apenergy2026_gga_native_25_v1	shared/contracts/gga_problem_semantics.json	executable_baseline	hpc_analysis__Y06__gga__gga2026_layout_cable__target__v1	hpc/paper_packages/Y06/analysis/y06_gga_gga2026_layout_cable_target_hpc_analysis.json	102a9e0b9416eb4776dfd305ef24c9ebb67924a30b9d4d20a15a5ac07defbb29	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y06__ga__gga2026_layout_cable__comparator	Y06	comparator	ga	ga_paper_comparator_reconstruction_v1	gga2026_layout_cable	gga2026_layout_cable	apenergy2026_gga_native_25_v1	shared/contracts/gga_problem_semantics.json	planned_missing_native_comparator	hpc_analysis__Y06__ga__gga2026_layout_cable__comparator__v1	hpc/paper_packages/Y06/analysis/y06_ga_gga2026_layout_cable_comparator_hpc_analysis.json	c6b1f25b6c405288f95c8ea776d0760075aa54ddbbc8fbb37d57a5bca56ba8b1	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y06__de__gga2026_layout_cable__comparator	Y06	comparator	de	de_rand_1_bin_integer_wflop_v1	gga2026_layout_cable	gga2026_layout_cable	apenergy2026_gga_native_25_v1	shared/contracts/gga_problem_semantics.json	planned_missing_native_comparator	hpc_analysis__Y06__de__gga2026_layout_cable__comparator__v1	hpc/paper_packages/Y06/analysis/y06_de_gga2026_layout_cable_comparator_hpc_analysis.json	1901d0f7d7424c2aced8429313788c1cb4c5393a8a328ecc975790679861c121	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y06__pso__gga2026_layout_cable__comparator	Y06	comparator	pso	pso_canonical_integer_wflop_v1	gga2026_layout_cable	gga2026_layout_cable	apenergy2026_gga_native_25_v1	shared/contracts/gga_problem_semantics.json	planned_missing_native_comparator	hpc_analysis__Y06__pso__gga2026_layout_cable__comparator__v1	hpc/paper_packages/Y06/analysis/y06_pso_gga2026_layout_cable_comparator_hpc_analysis.json	a6c96d642d06f854950367ccd45e977cc9ecb4df686b777ba6af3c0feaa30f69	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y06__saofgde__gga2026_layout_cable__comparator	Y06	comparator	saofgde	saofgde_paper_comparator_reconstruction_v1	gga2026_layout_cable	gga2026_layout_cable	apenergy2026_gga_native_25_v1	shared/contracts/gga_problem_semantics.json	planned_missing_native_comparator	hpc_analysis__Y06__saofgde__gga2026_layout_cable__comparator__v1	hpc/paper_packages/Y06/analysis/y06_saofgde_gga2026_layout_cable_comparator_hpc_analysis.json	fee1d7441449f498414bb45dc29b1a2e8dcb965fe44b46aae5a1f3b841492210	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T36__tmoea__nysted_paper_eq16_cpu_r4_v2__target	T36	target	tmoea	tmoea_nysted_paper_eq16_v2	nysted_paper_eq16_cpu_r4_v2	nysted_paper_eq16_cpu_r4_v2	cpeee2026_tmoea_native_25_v1	shared/contracts/tmoea_nysted_paper_wake_gga_router_problem.json	executable_baseline	hpc_analysis__T36__tmoea__nysted_paper_eq16_cpu_r4_v2__target__v1	hpc/paper_packages/T36/analysis/t36_tmoea_nysted_paper_eq16_cpu_r4_v2_target_hpc_analysis.json	8bbe803ee6cc6bb693ad834c0f7116d3e8e1ed39d751f86ac6a632e86a4a37aa	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T36__nsgaii__nysted_paper_eq16_cpu_r4_v2__comparator	T36	comparator	nsgaii	nsgaii_paper_comparator_reconstruction_v1	nysted_paper_eq16_cpu_r4_v2	nysted_paper_eq16_cpu_r4_v2	cpeee2026_tmoea_native_25_v1	shared/contracts/tmoea_nysted_paper_wake_gga_router_problem.json	planned_missing_native_comparator	hpc_analysis__T36__nsgaii__nysted_paper_eq16_cpu_r4_v2__comparator__v1	hpc/paper_packages/T36/analysis/t36_nsgaii_nysted_paper_eq16_cpu_r4_v2_comparator_hpc_analysis.json	449b22306a1660b5eb9dbc35998a33354b31f59ad68006f49060a6c009065775	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T36__moead__nysted_paper_eq16_cpu_r4_v2__comparator	T36	comparator	moead	moead_paper_comparator_reconstruction_v1	nysted_paper_eq16_cpu_r4_v2	nysted_paper_eq16_cpu_r4_v2	cpeee2026_tmoea_native_25_v1	shared/contracts/tmoea_nysted_paper_wake_gga_router_problem.json	planned_missing_native_comparator	hpc_analysis__T36__moead__nysted_paper_eq16_cpu_r4_v2__comparator__v1	hpc/paper_packages/T36/analysis/t36_moead_nysted_paper_eq16_cpu_r4_v2_comparator_hpc_analysis.json	1d150f4b4b82327069ef5727bb3da87602b3e98bf19b392dfaf9a6595294b97f	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T36__spea2__nysted_paper_eq16_cpu_r4_v2__comparator	T36	comparator	spea2	spea2_paper_comparator_reconstruction_v1	nysted_paper_eq16_cpu_r4_v2	nysted_paper_eq16_cpu_r4_v2	cpeee2026_tmoea_native_25_v1	shared/contracts/tmoea_nysted_paper_wake_gga_router_problem.json	planned_missing_native_comparator	hpc_analysis__T36__spea2__nysted_paper_eq16_cpu_r4_v2__comparator__v1	hpc/paper_packages/T36/analysis/t36_spea2_nysted_paper_eq16_cpu_r4_v2_comparator_hpc_analysis.json	5c001752217d4fa36a2819f7026b738afc9d8155247ccb059468b88a8f08d7b6	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T36__gde3__nysted_paper_eq16_cpu_r4_v2__comparator	T36	comparator	gde3	gde3_paper_comparator_reconstruction_v1	nysted_paper_eq16_cpu_r4_v2	nysted_paper_eq16_cpu_r4_v2	cpeee2026_tmoea_native_25_v1	shared/contracts/tmoea_nysted_paper_wake_gga_router_problem.json	planned_missing_native_comparator	hpc_analysis__T36__gde3__nysted_paper_eq16_cpu_r4_v2__comparator__v1	hpc/paper_packages/T36/analysis/t36_gde3_nysted_paper_eq16_cpu_r4_v2_comparator_hpc_analysis.json	f7f22e4b05bc1ab4f6428c2929c1f2bd60b21c859b698f2e3b2e317da5b7db57	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T36__smpso__nysted_paper_eq16_cpu_r4_v2__comparator	T36	comparator	smpso	smpso_paper_comparator_reconstruction_v1	nysted_paper_eq16_cpu_r4_v2	nysted_paper_eq16_cpu_r4_v2	cpeee2026_tmoea_native_25_v1	shared/contracts/tmoea_nysted_paper_wake_gga_router_problem.json	planned_missing_native_comparator	hpc_analysis__T36__smpso__nysted_paper_eq16_cpu_r4_v2__comparator__v1	hpc/paper_packages/T36/analysis/t36_smpso_nysted_paper_eq16_cpu_r4_v2_comparator_hpc_analysis.json	896225962f00c72b41414915540637c39ebd34413ce9565447e1186cb3e7f8d2	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
L0726__geoga__geoga_anholt_structured_declared_proxy_v1__target	L0726	target	geoga	geoga_declared_reconstruction_v1	geoga_anholt_structured_declared_proxy_v1	geoga_anholt_structured_declared_proxy_v1	cbd2025_geoga_native_25_v1	shared/contracts/geoga_anholt_structured_declared_proxy_case.json	executable_baseline	hpc_analysis__L0726__geoga__geoga_anholt_structured_declared_proxy_v1__target__v1	hpc/paper_packages/L0726/analysis/l0726_geoga_geoga_anholt_structured_declared_proxy_v1_target_hpc_analysis.json	89de599d6cccaadd517b7816db3fb4c8f1c01dd963cdd11616ef2509880442d2	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
L0726__ga__geoga_anholt_structured_declared_proxy_v1__comparator	L0726	comparator	ga	ga_paper_comparator_reconstruction_v1	geoga_anholt_structured_declared_proxy_v1	geoga_anholt_structured_declared_proxy_v1	cbd2025_geoga_native_25_v1	shared/contracts/geoga_anholt_structured_declared_proxy_case.json	planned_missing_native_comparator	hpc_analysis__L0726__ga__geoga_anholt_structured_declared_proxy_v1__comparator__v1	hpc/paper_packages/L0726/analysis/l0726_ga_geoga_anholt_structured_declared_proxy_v1_comparator_hpc_analysis.json	a51096e8d945be76ae7335f1031ace267be7b3e43a528f291cc7093a2172ec87	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
L0726__de__geoga_anholt_structured_declared_proxy_v1__comparator	L0726	comparator	de	de_rand_1_bin_integer_wflop_v1	geoga_anholt_structured_declared_proxy_v1	geoga_anholt_structured_declared_proxy_v1	cbd2025_geoga_native_25_v1	shared/contracts/geoga_anholt_structured_declared_proxy_case.json	planned_missing_native_comparator	hpc_analysis__L0726__de__geoga_anholt_structured_declared_proxy_v1__comparator__v1	hpc/paper_packages/L0726/analysis/l0726_de_geoga_anholt_structured_declared_proxy_v1_comparator_hpc_analysis.json	b92d056fd8915d2e33927128ee150a2abae19f4f91e2ce72268e4b2309a77b9b	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
L0726__saofgde__geoga_anholt_structured_declared_proxy_v1__comparator	L0726	comparator	saofgde	saofgde_paper_comparator_reconstruction_v1	geoga_anholt_structured_declared_proxy_v1	geoga_anholt_structured_declared_proxy_v1	cbd2025_geoga_native_25_v1	shared/contracts/geoga_anholt_structured_declared_proxy_case.json	planned_missing_native_comparator	hpc_analysis__L0726__saofgde__geoga_anholt_structured_declared_proxy_v1__comparator__v1	hpc/paper_packages/L0726/analysis/l0726_saofgde_geoga_anholt_structured_declared_proxy_v1_comparator_hpc_analysis.json	3b11c8b7b5ecf9a5c46c6ce9dbfa9fa593ae1001aa1de3a74df0cadcd07cc187	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
L0726__pso__geoga_anholt_structured_declared_proxy_v1__comparator	L0726	comparator	pso	pso_canonical_integer_wflop_v1	geoga_anholt_structured_declared_proxy_v1	geoga_anholt_structured_declared_proxy_v1	cbd2025_geoga_native_25_v1	shared/contracts/geoga_anholt_structured_declared_proxy_case.json	planned_missing_native_comparator	hpc_analysis__L0726__pso__geoga_anholt_structured_declared_proxy_v1__comparator__v1	hpc/paper_packages/L0726/analysis/l0726_pso_geoga_anholt_structured_declared_proxy_v1_comparator_hpc_analysis.json	20aab7a3df3b2dc328959f8688baf6c252a596dac4c076d3344afde2896770c7	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T40__cgpso__cgpso_complex_large_16_v1__target	T40	target	cgpso	cgpso_paper_staged_parallel_e0_physical_fes_v1	cgpso_complex_large_16	cgpso_complex_large_16_v1	jas2023_cgpso_native_25_v1	shared/contracts/cgpso_native_16_cases.json	executable_baseline	hpc_analysis__T40__cgpso__cgpso_complex_large_16_v1__target__v1	hpc/paper_packages/T40/analysis/t40_cgpso_cgpso_complex_large_16_v1_target_hpc_analysis.json	49b4078249f158777a3c940a98323187b10d68288d4c677833d5e5a1109c8628	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T40__shade__cgpso_complex_large_16_v1__comparator	T40	comparator	shade	shade_success_history_integer_wflop_v1	cgpso_complex_large_16	cgpso_complex_large_16_v1	jas2023_cgpso_native_25_v1	shared/contracts/cgpso_native_16_cases.json	executable_baseline	hpc_analysis__T40__shade__cgpso_complex_large_16_v1__comparator__v1	hpc/paper_packages/T40/analysis/t40_shade_cgpso_complex_large_16_v1_comparator_hpc_analysis.json	0fe01ba3b69a2aeca07101895dad818de58f017a061e2f6a884a1f9ec152b60b	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T40__cjade__cgpso_complex_large_16_v1__comparator	T40	comparator	cjade	cjade_archived_source_reconstruction_v1	cgpso_complex_large_16	cgpso_complex_large_16_v1	jas2023_cgpso_native_25_v1	shared/contracts/cgpso_native_16_cases.json	executable_baseline	hpc_analysis__T40__cjade__cgpso_complex_large_16_v1__comparator__v1	hpc/paper_packages/T40/analysis/t40_cjade_cgpso_complex_large_16_v1_comparator_hpc_analysis.json	0446b15022b03b9bae0bbe89f204e8f46ef9336f085295d6f4ac7dec14b7d0a9	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T40__algsa__cgpso_complex_large_16_v1__comparator	T40	comparator	algsa	algsa_archived_source_reconstruction_v1	cgpso_complex_large_16	cgpso_complex_large_16_v1	jas2023_cgpso_native_25_v1	shared/contracts/cgpso_native_16_cases.json	executable_baseline	hpc_analysis__T40__algsa__cgpso_complex_large_16_v1__comparator__v1	hpc/paper_packages/T40/analysis/t40_algsa_cgpso_complex_large_16_v1_comparator_hpc_analysis.json	397a49a251964c6fd452c45fe37aaa80adcb4caf61f387e72c1745c5927dfd86	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T40__hgsa__cgpso_complex_large_16_v1__comparator	T40	comparator	hgsa	hgsa_archived_source_reconstruction_v1	cgpso_complex_large_16	cgpso_complex_large_16_v1	jas2023_cgpso_native_25_v1	shared/contracts/cgpso_native_16_cases.json	executable_baseline	hpc_analysis__T40__hgsa__cgpso_complex_large_16_v1__comparator__v1	hpc/paper_packages/T40/analysis/t40_hgsa_cgpso_complex_large_16_v1_comparator_hpc_analysis.json	7cf7337fae3da60cfb442853e4ab95fea619d9be78810b22e169048dfcb0ab41	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T40__glpso__cgpso_complex_large_16_v1__comparator	T40	comparator	glpso	glpso_archived_source_reconstruction_v1	cgpso_complex_large_16	cgpso_complex_large_16_v1	jas2023_cgpso_native_25_v1	shared/contracts/cgpso_native_16_cases.json	executable_baseline	hpc_analysis__T40__glpso__cgpso_complex_large_16_v1__comparator__v1	hpc/paper_packages/T40/analysis/t40_glpso_cgpso_complex_large_16_v1_comparator_hpc_analysis.json	dd407886acfc2d6ac1366e654b559f7fe0667378add8f67f14bf94a1f73c248e	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
T40__clpso__cgpso_complex_large_16_v1__comparator	T40	comparator	clpso	clpso_archived_source_reconstruction_v1	cgpso_complex_large_16	cgpso_complex_large_16_v1	jas2023_cgpso_native_25_v1	shared/contracts/cgpso_native_16_cases.json	executable_baseline	hpc_analysis__T40__clpso__cgpso_complex_large_16_v1__comparator__v1	hpc/paper_packages/T40/analysis/t40_clpso_cgpso_complex_large_16_v1_comparator_hpc_analysis.json	c74079e1fd58525cbf1f8f1582d0287315cc4f1294a28750a30629fe2789d785	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y35__hgpso__agpso_aiga_hgpso_landuse_156_v1__target	Y35	target	hgpso	hgpso_paper_equations_physical_fes_v1	agpso_aiga_hgpso_landuse_156	agpso_aiga_hgpso_landuse_156_v1	tst2026_hgpso_native_25_v1	shared/contracts/agpso_aiga_hgpso_native_156_cases.json	executable_baseline	hpc_analysis__Y35__hgpso__agpso_aiga_hgpso_landuse_156_v1__target__v1	hpc/paper_packages/Y35/analysis/y35_hgpso_agpso_aiga_hgpso_landuse_156_v1_target_hpc_analysis.json	d4c35d9c059f7e83cb43925b95e9d760fc1827e9334fc50833688ebadc041832	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y35__aga__agpso_aiga_hgpso_landuse_156_v1__comparator	Y35	comparator	aga	aga_paper_first_e0_physical_fes_v1	agpso_aiga_hgpso_landuse_156	agpso_aiga_hgpso_landuse_156_v1	tst2026_hgpso_native_25_v1	shared/contracts/agpso_aiga_hgpso_native_156_cases.json	executable_baseline	hpc_analysis__Y35__aga__agpso_aiga_hgpso_landuse_156_v1__comparator__v1	hpc/paper_packages/Y35/analysis/y35_aga_agpso_aiga_hgpso_landuse_156_v1_comparator_hpc_analysis.json	a342bd885d574736d0f85d31f3a60a19102e5227fae535d5104de12a22d7577f	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y35__siga__agpso_aiga_hgpso_landuse_156_v1__comparator	Y35	comparator	siga	siga_information_guided_integer_wflop_v1	agpso_aiga_hgpso_landuse_156	agpso_aiga_hgpso_landuse_156_v1	tst2026_hgpso_native_25_v1	shared/contracts/agpso_aiga_hgpso_native_156_cases.json	executable_baseline	hpc_analysis__Y35__siga__agpso_aiga_hgpso_landuse_156_v1__comparator__v1	hpc/paper_packages/Y35/analysis/y35_siga_agpso_aiga_hgpso_landuse_156_v1_comparator_hpc_analysis.json	e353e62fae4e9fbb5887b7d528509a20cd4519461108f9ae504bf305e905c9f7	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y35__sugga__agpso_aiga_hgpso_landuse_156_v1__comparator	Y35	comparator	sugga	sugga_frozen_surrogate_e0_physical_fes_v1	agpso_aiga_hgpso_landuse_156	agpso_aiga_hgpso_landuse_156_v1	tst2026_hgpso_native_25_v1	shared/contracts/agpso_aiga_hgpso_native_156_cases.json	executable_baseline	hpc_analysis__Y35__sugga__agpso_aiga_hgpso_landuse_156_v1__comparator__v1	hpc/paper_packages/Y35/analysis/y35_sugga_agpso_aiga_hgpso_landuse_156_v1_comparator_hpc_analysis.json	ab4c0369dcfec284154d2edbaa62377dd817d36811cd212354050679c9c60024	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y35__agpso__agpso_aiga_hgpso_landuse_156_v1__comparator	Y35	comparator	agpso	agpso_paper_staged_parallel_e0_physical_fes_v1	agpso_aiga_hgpso_landuse_156	agpso_aiga_hgpso_landuse_156_v1	tst2026_hgpso_native_25_v1	shared/contracts/agpso_aiga_hgpso_native_156_cases.json	executable_baseline	hpc_analysis__Y35__agpso__agpso_aiga_hgpso_landuse_156_v1__comparator__v1	hpc/paper_packages/Y35/analysis/y35_agpso_agpso_aiga_hgpso_landuse_156_v1_comparator_hpc_analysis.json	af3cc923ff52818765222a281530eccd9e493bb0388b53e90ba84040c0f6a519	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
Y35__cgpso__agpso_aiga_hgpso_landuse_156_v1__comparator	Y35	comparator	cgpso	cgpso_paper_staged_parallel_e0_physical_fes_v1	agpso_aiga_hgpso_landuse_156	agpso_aiga_hgpso_landuse_156_v1	tst2026_hgpso_native_25_v1	shared/contracts/agpso_aiga_hgpso_native_156_cases.json	executable_baseline	hpc_analysis__Y35__cgpso__agpso_aiga_hgpso_landuse_156_v1__comparator__v1	hpc/paper_packages/Y35/analysis/y35_cgpso_agpso_aiga_hgpso_landuse_156_v1_comparator_hpc_analysis.json	37f450b3a251fc0bd584b5ecb7a697eb9d3680f8b87e79e264c360a16eb71624	pending_h5_h6	draft_h0_h4_scaffold_unadmitted
